exp,species,dev_stage,tissue,area,x,y,perimeter
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,186.74,15.56,16.51,49.56
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,218.32,22.22,12.7,57.58
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,159.55,14.29,15.24,45.94
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,164.64,12.38,16.83,47.46
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,164.71,14.92,14.6,46.67
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,109.07,13.97,10.79,38.29
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,198.78,17.78,14.92,50.92
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,106.14,12.06,11.75,37.09
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,58.14,13.02,6.03,31.35
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,107.74,14.6,10.48,38.42
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,121.6,11.75,13.65,39.93
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,162.7,16.51,13.97,46.76
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,113.49,14.92,10.79,41.97
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,157.64,14.92,13.33,45.44
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,12.96,2.86,5.71,14.7
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,65.93,10.16,8.57,29.48
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,79.47,10.48,10.48,32.13
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,83.49,12.38,10.16,35.22
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,32.56,5.4,8.25,21.58
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,113.86,15.24,10.16,40.01
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,87.96,19.68,7.62,44.87
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,106.7,13.97,10.79,38.73
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,68.79,10.79,8.89,31.22
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,76.73,13.65,7.3,34.23
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,48.86,8.89,7.3,25.41
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,119.11,14.29,11.43,39.97
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,57.97,9.84,7.62,27.88
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,127.14,14.6,12.38,41.37
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,165.4,13.33,16.19,46.96
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,107.58,11.75,11.75,37.48
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,38.82,8.89,6.67,23.79
CGRP-594 ACETUB-488 10X 2,Round stingray,Adult,DRG,2006.42,62.18,41.88,170.59
CGRP-594 ACETUB-488 10X 2,Round stingray,Adult,DRG,858.57,34.9,31.73,107.38
CGRP-594 ACETUB-488 10X 2,Round stingray,Adult,DRG,797.78,32.99,36.8,109.23
CGRP-594 ACETUB-488 10X 2,Round stingray,Adult,DRG,883.53,50.76,30.46,134.86
CGRP-594 ACETUB-488 10X 2,Round stingray,Adult,DRG,1136.37,52.66,27.92,135.55
CGRP-594 ACETUB-488 10X 2,Round stingray,Adult,DRG,1025.25,36.17,36.8,123.17
CGRP-594 ACETUB-488 10X 2,Round stingray,Adult,DRG,1294.8,46.95,38.71,135.67
CGRP-594 ACETUB-488 10X 2,Round stingray,Adult,DRG,1325.2,57.11,38.07,151.99
CGRP-594 ACETUB-488 10X 2,Round stingray,Adult,DRG,846.49,38.07,30.46,112.16
CGRP-594 ACETUB-488 10X 2,Round stingray,Adult,DRG,1117.25,45.69,42.51,137.8
CGRP-594 ACETUB-488 10X 2,Round stingray,Adult,DRG,1434.71,47.59,40.61,142.93
CGRP-594 ACETUB-488 10X 2,Round stingray,Adult,DRG,1334.26,49.49,38.71,138.36
CGRP-594 ACETUB-488 10X 2,Round stingray,Adult,DRG,1786.59,56.47,44.42,171.11
CGRP-594 ACETUB-488 10X 2,Round stingray,Adult,DRG,1561.53,63.45,34.26,170.88
CGRP-594 ACETUB-488 10X 2,Round stingray,Adult,DRG,726.92,30.46,34.9,103.33
CGRP-594 ACETUB-488 10X 2,Round stingray,Adult,DRG,1056.05,43.15,32.36,119.17
CGRP-594 ACETUB-488 10X 2,Round stingray,Adult,DRG,859.38,46.95,29.82,126.08
CGRP-594 ACETUB-488 10X 2,Round stingray,Adult,DRG,1230.38,48.86,37.44,134.67
CGRP-594 ACETUB-488 10X 2,Round stingray,Adult,DRG,1093.29,41.88,34.26,122.91
CGRP-594 ACETUB-488 10X 2,Round stingray,Adult,DRG,1321.17,52.03,37.44,153.83
CGRP-594 ACETUB-488 10X 2,Round stingray,Adult,DRG,1826.05,49.49,46.95,158.06
CGRP-594 ACETUB-488 10X 2,Round stingray,Adult,DRG,941.11,39.97,34.9,116.77
CGRP-594 ACETUB-488 10X 2,Round stingray,Adult,DRG,715.44,32.99,32.99,118.47
CGRP-594 ACETUB-488 10X 2,Round stingray,Adult,DRG,1229.78,46.95,32.99,130.65
CGRP-594 ACETUB-488 10X 2,Round stingray,Adult,DRG,1585.69,63.45,34.9,155.71
CGRP-594 ACETUB-488 10X 2,Round stingray,Adult,DRG,1515.43,42.51,46.32,141.41
CGRP-594 ACETUB-488 10X 2,Round stingray,Adult,DRG,1697.82,48.22,53.93,163.53
CGRP-594 ACETUB-488 10X 2,Round stingray,Adult,DRG,685.79,34.9,28.55,103.91
CGRP-594 ACETUB-488 10X 2,Round stingray,Adult,DRG,874.35,36.8,29.82,106.7
CGRP-594 ACETUB-488 10X 2,Round stingray,Adult,DRG,813.48,39.34,34.26,117.27
CGRP-594 ACETUB-488 10X 2,Round stingray,Adult,DRG,779.48,36.8,27.92,102.18
CGRP-594 ACETUB-488 10X 2,Round stingray,Adult,DRG,643.2,38.07,24.75,102.72
CGRP-594 ACETUB-488 10X 2,Round stingray,Adult,DRG,310.44,24.11,20.94,67.85
CGRP-594 ACETUB-488 10X 2,Round stingray,Adult,DRG,2321.57,60.91,49.49,174.89
CGRP-594 ACETUB-488 10X 2,Round stingray,Adult,DRG,2468.73,63.45,56.47,186.75
CGRP-594 ACETUB-488 10X 2,Round stingray,Adult,DRG,763.97,38.71,25.38,106.42
CGRP-594 ACETUB-488 10X 2,Round stingray,Adult,DRG,862.84,34.9,36.17,107.06
CGRP-594 ACETUB-488 10X 2,Round stingray,Adult,DRG,1688.96,64.72,39.34,160.28
CGRP-594 ACETUB-488 10X 2,Round stingray,Adult,DRG,946.69,40.61,30.46,117.94
CGRP-594 ACETUB-488 10X 3,Round stingray,Adult,DRG,874.88,46.95,26.65,120.14
CGRP-594 ACETUB-488 10X 3,Round stingray,Adult,DRG,575.53,41.88,22.21,104.68
CGRP-594 ACETUB-488 10X 3,Round stingray,Adult,DRG,845.49,43.78,27.92,118.46
CGRP-594 ACETUB-488 10X 3,Round stingray,Adult,DRG,1446.38,45.69,39.97,141.55
CGRP-594 ACETUB-488 10X 3,Round stingray,Adult,DRG,1944.21,56.47,52.66,177.53
CGRP-594 ACETUB-488 10X 3,Round stingray,Adult,DRG,1417.4,46.95,46.95,161.64
CGRP-594 ACETUB-488 10X 3,Round stingray,Adult,DRG,1011.16,40.61,34.26,122.32
CGRP-594 ACETUB-488 10X 3,Round stingray,Adult,DRG,1534.76,65.36,36.8,166.75
CGRP-594 ACETUB-488 10X 3,Round stingray,Adult,DRG,830.99,50.76,27.28,128.35
CGRP-594 ACETUB-488 10X 3,Round stingray,Adult,DRG,2086.54,62.82,46.32,179.25
CGRP-594 ACETUB-488 10X 3,Round stingray,Adult,DRG,938.69,37.44,36.8,118.41
CGRP-594 ACETUB-488 10X 3,Round stingray,Adult,DRG,1207.03,45.69,44.42,142.96
CGRP-594 ACETUB-488 10X 3,Round stingray,Adult,DRG,907.09,48.22,34.9,131.56
CGRP-594 ACETUB-488 10X 3,Round stingray,Adult,DRG,547.35,27.92,26.02,86.77
CGRP-594 ACETUB-488 10X 3,Round stingray,Adult,DRG,716.45,48.86,24.11,116.18
CGRP-594 ACETUB-488 10X 3,Round stingray,Adult,DRG,559.23,29.82,26.02,88.2
CGRP-594 ACETUB-488 10X 3,Round stingray,Adult,DRG,711.01,48.22,20.3,112.47
CGRP-594 ACETUB-488 10X 3,Round stingray,Adult,DRG,697.93,29.19,29.82,97.94
CGRP-594 ACETUB-488 10X 3,Round stingray,Adult,DRG,1566.36,64.72,36.8,160.76
CGRP-594 ACETUB-488 10X 3,Round stingray,Adult,DRG,679.01,33.63,31.73,102.35
CGRP-594 ACETUB-488 10X 3,Round stingray,Adult,DRG,1065.51,46.95,31.09,133.14
CGRP-594 ACETUB-488 10X 3,Round stingray,Adult,DRG,1446.99,50.13,46.32,149.63
CGRP-594 ACETUB-488 10X 3,Round stingray,Adult,DRG,722.08,31.09,29.19,98.71
CGRP-594 ACETUB-488 10X 3,Round stingray,Adult,DRG,946.74,52.03,29.82,138.42
CGRP-594 ACETUB-488 10X 3,Round stingray,Adult,DRG,629.69,36.8,24.75,99.2
CGRP-594 ACETUB-488 10X 3,Round stingray,Adult,DRG,1283.12,49.49,32.99,134.52
CGRP-594 ACETUB-488 10X 3,Round stingray,Adult,DRG,1230.38,38.71,48.22,138.75
CGRP-594 ACETUB-488 10X 3,Round stingray,Adult,DRG,680.41,30.46,33.63,105.81
CGRP-594 ACETUB-488 10X 3,Round stingray,Adult,DRG,1568.38,64.72,39.34,193.46
CGRP-594 ACETUB-488 10X 3,Round stingray,Adult,DRG,1370.89,53.3,44.42,152.48
CGRP-594 ACETUB-488 10X 3,Round stingray,Adult,DRG,549.36,36.8,20.94,91.93
CGRP-594 ACETUB-488 10X 3,Round stingray,Adult,DRG,474.08,35.53,17.13,88.77
CGRP-594 ACETUB-488 10X 3,Round stingray,Adult,DRG,466.22,45.05,13.96,102.9
CGRP-594 ACETUB-488 10X 3,Round stingray,Adult,DRG,577.95,34.26,22.21,90.3
CGRP-594 ACETUB-488 10X 4,Round stingray,Adult,DRG,1543.82,51.4,41.88,148.08
CGRP-594 ACETUB-488 10X 4,Round stingray,Adult,DRG,1306.68,43.78,38.07,142.15
CGRP-594 ACETUB-488 10X 4,Round stingray,Adult,DRG,858.57,34.9,32.36,107.52
CGRP-594 ACETUB-488 10X 4,Round stingray,Adult,DRG,959.83,37.44,41.24,120.99
CGRP-594 ACETUB-488 10X 4,Round stingray,Adult,DRG,2035.2,47.59,55.84,174.35
CGRP-594 ACETUB-488 10X 4,Round stingray,Adult,DRG,1396.66,44.42,45.05,142.99
CGRP-594 ACETUB-488 10X 4,Round stingray,Adult,DRG,1496.11,47.59,42.51,142.87
CGRP-594 ACETUB-488 10X 4,Round stingray,Adult,DRG,2024.13,51.4,53.3,168.65
CGRP-594 ACETUB-488 10X 4,Round stingray,Adult,DRG,2103.45,46.95,64.09,189.22
CGRP-594 ACETUB-488 10X 4,Round stingray,Adult,DRG,1846.18,38.07,61.55,164.03
CGRP-594 ACETUB-488 10X 4,Round stingray,Adult,DRG,1911.2,53.93,52.03,174.62
CGRP-594 ACETUB-488 10X 4,Round stingray,Adult,DRG,1493.09,46.95,46.32,143.66
CGRP-594 ACETUB-488 10X 4,Round stingray,Adult,DRG,2110.9,58.38,51.4,178
CGRP-594 ACETUB-488 10X 4,Round stingray,Adult,DRG,1940.59,59.64,51.4,169.58
CGRP-594 ACETUB-488 10X 4,Round stingray,Adult,DRG,2736.35,72.33,50.13,204.74
CGRP-594 ACETUB-488 10X 4,Round stingray,Adult,DRG,1478.39,48.22,51.4,162.79
CGRP-594 ACETUB-488 10X 4,Round stingray,Adult,DRG,1932.54,55.2,52.03,165.39
CGRP-594 ACETUB-488 10X 4,Round stingray,Adult,DRG,1366.06,44.42,46.95,144.62
CGRP-594 ACETUB-488 10X 4,Round stingray,Adult,DRG,1008.34,36.17,36.17,115.05
CGRP-594 ACETUB-488 10X 4,Round stingray,Adult,DRG,1912.41,45.69,55.84,162.3
CGRP-594 ACETUB-488 10X 4,Round stingray,Adult,DRG,1175.22,45.05,36.8,130.21
CGRP-594 ACETUB-488 10X 4,Round stingray,Adult,DRG,997.67,41.24,31.73,120.06
CGRP-594 ACETUB-488 10X 4,Round stingray,Adult,DRG,1207.03,35.53,44.42,127.49
CGRP-594 ACETUB-488 10X 4,Round stingray,Adult,DRG,1121.48,44.42,38.07,128.14
CGRP-594 ACETUB-488 10X 4,Round stingray,Adult,DRG,1645.68,52.03,41.88,156.02
CGRP-594 ACETUB-488 10X 4,Round stingray,Adult,DRG,1193.95,45.69,36.8,133.04
CGRP-594 ACETUB-488 10X 4,Round stingray,Adult,DRG,1360.02,44.42,44.42,138.79
CGRP-594 ACETUB-488 10X 4,Round stingray,Adult,DRG,1031.89,43.15,29.82,119.74
CGRP-594 ACETUB-488 10X 4,Round stingray,Adult,DRG,1365.86,43.15,45.05,135.55
CGRP-594 ACETUB-488 10X 4,Round stingray,Adult,DRG,966.07,36.8,38.07,116.43
CGRP-594 ACETUB-488 10X 4,Round stingray,Adult,DRG,1544.62,43.15,54.57,163.67
CGRP-594 ACETUB-488 10X 4,Round stingray,Adult,DRG,1706.07,50.76,45.05,154.21
CGRP-594 ACETUB-488 10X 4,Round stingray,Adult,DRG,848.3,41.24,36.8,124.59
CGRP-594 ACETUB-488 10X 4,Round stingray,Adult,DRG,1169.79,41.88,39.97,133.26
CGRP-594 ACETUB-488 10X 4,Round stingray,Adult,DRG,1030.89,30.46,44.42,122.91
CGRP-594 ACETUB-488 10X 4,Round stingray,Adult,DRG,892.39,33.63,32.36,117.74
CGRP-594 ACETUB-488 10X 4,Round stingray,Adult,DRG,1646.08,50.76,48.86,154.02
CGRP-594 ACETUB-488 10X 4,Round stingray,Adult,DRG,1222.93,54.57,30.46,134.23
CGRP-594 ACETUB-488 10X 4,Round stingray,Adult,DRG,1086.45,42.51,36.17,126.46
CGRP-594 ACETUB-488 10X 4,Round stingray,Adult,DRG,1580.05,45.05,50.13,154.38
CGRP-594 ACETUB-488 10X 4,Round stingray,Adult,DRG,1655.34,51.4,49.49,163.74
CGRP-594 ACETUB-488 10X 4,Round stingray,Adult,DRG,1791.15,46.95,53.3,169.9
CGRP-594 ACETUB-488 10X 4,Round stingray,Adult,DRG,2597.36,60.91,64.09,198.74
CGRP-594 ACETUB-488 10X 4,Round stingray,Adult,DRG,1298.46,42.51,44.42,136.52
CGRP-594 ACETUB-488 10X 4,Round stingray,Adult,DRG,1021.68,41.24,35.53,118.88
CGRP-594 ACETUB-488 10X 4,Round stingray,Adult,DRG,772.15,31.73,35.53,106.15
CGRP-594 ACETUB-488 10X 4,Round stingray,Adult,DRG,2680.42,78.05,53.93,206.82
CGRP-594 ACETUB-488 10X 4,Round stingray,Adult,DRG,2093.13,57.74,49.49,165.31
CGRP-594 ACETUB-488 10X 4,Round stingray,Adult,DRG,1818.37,48.22,50.13,157.01
CGRP-594 ACETUB-488 10X 4,Round stingray,Adult,DRG,789.7,42.51,26.02,111.03
CGRP-594 ACETUB-488 10X 4,Round stingray,Adult,DRG,1210.33,41.88,41.88,131.69
CGRP-594 ACETUB-488 10X 4,Round stingray,Adult,DRG,1582.49,53.93,40.61,155.27
CGRP-594 ACETUB-488 10X 4,Round stingray,Adult,DRG,1796.48,61.55,39.97,165.27
CGRP-594 ACETUB-488 10X 4,Round stingray,Adult,DRG,840.8,33.63,34.9,107.72
CGRP-594 ACETUB-488 10X 5,Round stingray,Adult,DRG,1735.46,55.2,42.51,165.2
CGRP-594 ACETUB-488 10X 5,Round stingray,Adult,DRG,2055.74,54.57,53.93,167.11
CGRP-594 ACETUB-488 10X 5,Round stingray,Adult,DRG,1333.05,50.13,48.22,154.73
CGRP-594 ACETUB-488 10X 5,Round stingray,Adult,DRG,2831.77,62.82,57.11,195.6
CGRP-594 ACETUB-488 10X 5,Round stingray,Adult,DRG,2543.7,57.74,60.28,185.56
CGRP-594 ACETUB-488 10X 5,Round stingray,Adult,DRG,1320.97,42.51,45.69,136.94
CGRP-594 ACETUB-488 10X 5,Round stingray,Adult,DRG,2217.99,41.24,64.09,184.2
CGRP-594 ACETUB-488 10X 5,Round stingray,Adult,DRG,1122.89,36.8,39.34,123.04
CGRP-594 ACETUB-488 10X 5,Round stingray,Adult,DRG,895.81,34.26,37.44,113.17
CGRP-594 ACETUB-488 10X 5,Round stingray,Adult,DRG,741.61,26.65,38.71,105.45
CGRP-594 ACETUB-488 10X 5,Round stingray,Adult,DRG,1224.14,45.05,41.24,131.62
CGRP-594 ACETUB-488 10X 5,Round stingray,Adult,DRG,1920.66,43.15,61.55,168.08
CGRP-594 ACETUB-488 10X 5,Round stingray,Adult,DRG,878.5,32.36,39.97,112.11
CGRP-594 ACETUB-488 10X 5,Round stingray,Adult,DRG,2502.84,52.03,62.18,183.19
CGRP-594 ACETUB-488 10X 5,Round stingray,Adult,DRG,2576.32,58.38,65.36,193.42
CGRP-594 ACETUB-488 10X 5,Round stingray,Adult,DRG,1600.58,40.61,53.3,150.47
CGRP-594 ACETUB-488 10X 5,Round stingray,Adult,DRG,2827.95,60.28,59.64,196.41
CGRP-594 ACETUB-488 10X 5,Round stingray,Adult,DRG,1231.99,46.95,34.26,132.75
CGRP-594 ACETUB-488 10X 5,Round stingray,Adult,DRG,1686.34,43.78,48.86,156.66
CGRP-594 ACETUB-488 10X 5,Round stingray,Adult,DRG,1594.75,48.22,45.05,149.11
CGRP-594 ACETUB-488 10X 5,Round stingray,Adult,DRG,1150.87,38.07,39.34,124.34
CGRP-594 ACETUB-488 10X 5,Round stingray,Adult,DRG,1563.54,39.97,48.22,151.34
CGRP-594 ACETUB-488 10X 5,Round stingray,Adult,DRG,1522.88,50.13,53.93,162.32
CGRP-594 ACETUB-488 10X 5,Round stingray,Adult,DRG,1093.29,39.97,39.34,128.23
CGRP-594 ACETUB-488 10X 5,Round stingray,Adult,DRG,1035.72,35.53,39.97,120.15
CGRP-594 ACETUB-488 10X 5,Round stingray,Adult,DRG,1060.68,42.51,39.97,129.17
CGRP-594 ACETUB-488 10X 5,Round stingray,Adult,DRG,977.94,52.66,31.73,130.48
CGRP-594 ACETUB-488 10X 5,Round stingray,Adult,DRG,962.44,39.34,37.44,119.72
CGRP-594 ACETUB-488 10X 5,Round stingray,Adult,DRG,1885.43,52.03,48.22,159.17
CGRP-594 ACETUB-488 10X 5,Round stingray,Adult,DRG,1177.64,31.09,48.22,129.96
CGRP-594 ACETUB-488 10X 5,Round stingray,Adult,DRG,1490.87,44.42,46.95,152.67
CGRP-594 ACETUB-488 10X 5,Round stingray,Adult,DRG,1947.03,56.47,53.3,176.21
CGRP-594 ACETUB-488 10X 5,Round stingray,Adult,DRG,1141,42.51,39.34,131.12
CGRP-594 ACETUB-488 10X 5,Round stingray,Adult,DRG,1067.12,39.34,43.78,131.34
CGRP-594 ACETUB-488 10X 5,Round stingray,Adult,DRG,683.43,28.55,31.09,97.04
CGRP-594 ACETUB-488 10X 5,Round stingray,Adult,DRG,1061.75,34.9,42.51,131.64
CGRP-594 ACETUB-488 10X 5,Round stingray,Adult,DRG,1494.3,50.13,42.51,149.51
CGRP-594 ACETUB-488 10X 5,Round stingray,Adult,DRG,2503.58,62.18,56.47,191.14
CGRP-594 ACETUB-488 10X 5,Round stingray,Adult,DRG,2330.07,60.28,53.3,180.31
CGRP-594 ACETUB-488 10X 5,Round stingray,Adult,DRG,746.2,24.75,46.95,112.41
CGRP-594 ACETUB-488 10X 5,Round stingray,Adult,DRG,1419.72,36.8,60.28,168.31
CGRP-594 ACETUB-488 10X 5,Round stingray,Adult,DRG,260.91,15.23,22.84,63.36
CGRP-594 ACETUB-488 10X 5,Round stingray,Adult,DRG,835.48,29.19,38.71,113.58
CGRP-594 ACETUB-488 10X 5,Round stingray,Adult,DRG,2198.58,59.64,50.76,174.81
CGRP-594 ACETUB-488 10X 5,Round stingray,Adult,DRG,601.76,29.82,27.28,89.96
CGRP-594 ACETUB-488 10X 5,Round stingray,Adult,DRG,558.26,33.63,26.65,95.34
CGRP-594 ACETUB-488 10X 5,Round stingray,Adult,DRG,357.01,17.77,26.65,71.87
CGRP-594 ACETUB-488 10X 5,Round stingray,Adult,DRG,665.87,29.19,31.09,96.77
CGRP-594 ACETUB-488 20X 1,Round stingray,Adult,DRG,1396.16,46.67,39.36,134.8
CGRP-594 ACETUB-488 20X 1,Round stingray,Adult,DRG,1760.54,49.84,47.94,152.35
CGRP-594 ACETUB-488 20X 1,Round stingray,Adult,DRG,1686.16,54.6,41.59,154.19
CGRP-594 ACETUB-488 20X 1,Round stingray,Adult,DRG,1566.68,51.75,43.17,149.91
CGRP-594 ACETUB-488 20X 1,Round stingray,Adult,DRG,1162.55,39.36,40.32,125.54
CGRP-594 ACETUB-488 20X 1,Round stingray,Adult,DRG,1025.19,36.51,39.05,120.27
CGRP-594 ACETUB-488 20X 1,Round stingray,Adult,DRG,685.81,37.14,26.98,103.8
CGRP-594 ACETUB-488 20X 1,Round stingray,Adult,DRG,834.19,42.22,29.52,113.26
CGRP-594 ACETUB-488 20X 1,Round stingray,Adult,DRG,228.42,20.95,14.29,57.4
CGRP-594 ACETUB-488 20X 1,Round stingray,Adult,DRG,687.47,29.52,29.21,97.31
CGRP-594 ACETUB-488 20X 1,Round stingray,Adult,DRG,648.47,31.43,27.62,98.16
CGRP-594 ACETUB-488 20X 1,Round stingray,Adult,DRG,1106.83,35.24,49.84,130.48
CGRP-594 ACETUB-488 20X 1,Round stingray,Adult,DRG,725.27,33.97,30.48,106.38
CGRP-594 ACETUB-488 20X 1,Round stingray,Adult,DRG,574.54,27.62,31.43,94.23
CGRP-594 ACETUB-488 20X 2,Round stingray,Adult,DRG,2809.61,64.13,58.41,195.38
CGRP-594 ACETUB-488 20X 2,Round stingray,Adult,DRG,2363.05,55.56,60,185.56
CGRP-594 ACETUB-488 20X 2,Round stingray,Adult,DRG,792.24,29.21,37.78,109.21
CGRP-594 ACETUB-488 20X 2,Round stingray,Adult,DRG,960.24,34.92,37.78,119.35
CGRP-594 ACETUB-488 20X 2,Round stingray,Adult,DRG,1210.63,40,39.05,130.78
CGRP-594 ACETUB-488 20X 2,Round stingray,Adult,DRG,1353.84,40.63,45.71,136.21
CGRP-594 ACETUB-488 20X 2,Round stingray,Adult,DRG,2038.59,38.41,66.03,180.36
CGRP-594 ACETUB-488 20X 2,Round stingray,Adult,DRG,1825.44,41.9,59.68,162.23
CGRP-594 ACETUB-488 20X 2,Round stingray,Adult,DRG,1717.81,42.86,51.11,156.54
CGRP-594 ACETUB-488 20X 2,Round stingray,Adult,DRG,3030.02,64.76,59.36,213.3
CGRP-594 ACETUB-488 20X 2,Round stingray,Adult,DRG,1120.73,45.71,34.92,126.01
CGRP-594 ACETUB-488 20X 2,Round stingray,Adult,DRG,1435.97,40.32,45.71,141.56
CGRP-594 ACETUB-488 20X 2,Round stingray,Adult,DRG,1221.66,37.14,40.95,130.2
CGRP-594 ACETUB-488 20X 2,Round stingray,Adult,DRG,1380.04,44.76,46.98,150.74
CGRP-594 ACETUB-488 20X 2,Round stingray,Adult,DRG,2306.09,53.65,56.51,175.67
CGRP-594 ACETUB-488 20X 2,Round stingray,Adult,DRG,2402.42,53.65,55.24,179.57
CGRP-594 ACETUB-488 20X 2,Round stingray,Adult,DRG,246.19,28.25,13.97,71.33
CGRP-594 ACETUB-488 20X 2,Round stingray,Adult,DRG,132.8,16.19,13.02,46.49
CGRP-594 ACETUB-488 20X 2,Round stingray,Adult,DRG,1057.53,31.75,41.59,122.33
CGRP-594 ACETUB-488 20X 2,Round stingray,Adult,DRG,1595.54,52.7,39.36,150.54
CGRP-594 ACETUB-488 20X 2,Round stingray,Adult,DRG,579.44,26.35,29.84,88.72
CGRP-594 ACETUB-488 20X 2,Round stingray,Adult,DRG,774.39,40.95,28.57,119.89
CGRP-594 HuC-488 20x 2 DataTable,Bamboo shark,32,DRG,424.34,23.81,28.25,114.8
CGRP-594 HuC-488 20x 2 DataTable,Bamboo shark,32,DRG,243.18,20,18.1,79.01
CGRP-594 HuC-488 20x 2 DataTable,Bamboo shark,32,DRG,234.84,19.05,16.83,61.16
CGRP-594 HuC-488 20x 2 DataTable,Bamboo shark,32,DRG,167.07,15.56,14.29,58.24
CGRP-594 HuC-488 20x 2 DataTable,Bamboo shark,32,DRG,137.89,14.92,12.06,51.51
CGRP-594 HuC-488 20x 2 DataTable,Bamboo shark,32,DRG,172.11,15.56,13.97,52.34
CGRP-594 HuC-488 20x 2 DataTable,Bamboo shark,32,DRG,156.32,16.83,12.06,55.85
CGRP-594 HuC-488 20x 2 DataTable,Bamboo shark,32,DRG,257.03,16.83,20.32,72.16
CGRP-594 HuC-488 20x 2 DataTable,Bamboo shark,32,DRG,167.31,16.51,14.29,52.78
CGRP-594 HuC-488 20x 2 DataTable,Bamboo shark,32,DRG,237.68,15.87,20.63,65.21
CGRP-594 HuC-488 20x 2 DataTable,Bamboo shark,32,DRG,165.54,15.87,14.6,54.94
CGRP-594 HuC-488 20x 2 DataTable,Bamboo shark,32,DRG,226.34,21.59,15.24,71.65
CGRP-594 HuC-488 20x 2 DataTable,Bamboo shark,32,DRG,319.54,19.37,22.22,72.46
CGRP-594 HuC-488 20x 2 DataTable,Bamboo shark,32,DRG,116.23,11.11,13.02,50.43
CGRP-594 HuC-488 20x 2 DataTable,Bamboo shark,32,DRG,406.71,27.94,20.32,86.99
CGRP-594 HuC-488 20x 2 DataTable,Bamboo shark,32,DRG,272.43,20.63,16.51,69.48
CGRP-594 HuC-488 20x 2 DataTable,Bamboo shark,32,DRG,297.36,23.17,17.46,76.79
CGRP-594 HuC-488 20x 4 DataTable,Bamboo shark,32,DRG,335.09,23.49,20.63,67.3
CGRP-594 HuC-488 20x 4 DataTable,Bamboo shark,32,DRG,177.22,16.83,13.97,48.22
CGRP-594 HuC-488 20x 4 DataTable,Bamboo shark,32,DRG,176.39,15.56,14.6,48.58
CGRP-594 HuC-488 20x 4 DataTable,Bamboo shark,32,DRG,176.9,17.46,13.33,48.41
CGRP-594 HuC-488 20x 4 DataTable,Bamboo shark,32,DRG,201.87,18.41,13.65,52.7
CGRP-594 HuC-488 20x 4 DataTable,Bamboo shark,32,DRG,235.57,19.68,16.51,56.41
CGRP-594 HuC-488 20x 4 DataTable,Bamboo shark,32,DRG,191.6,15.56,15.87,50.05
CGRP-594 HuC-488 20x 4 DataTable,Bamboo shark,32,DRG,311.08,20,22.54,66.62
CGRP-594 HuC-488 20x 4 DataTable,Bamboo shark,32,DRG,187.76,15.56,15.24,49.49
CGRP-594 HuC-488 20x 4 DataTable,Bamboo shark,32,DRG,190.71,18.73,13.65,52.49
CGRP-594 HuC-488 20x 4 DataTable,Bamboo shark,32,DRG,213.71,22.22,14.29,55.99
