exp,species,dev_stage,tissue,area,x,y,perimeter
Tg P2X3-488 AceTub-594 20x 2b-E,Bamboo shark,Pre-hatch,TG,228.72,17.14,16.51,56.75
Tg P2X3-488 AceTub-594 20x 2b-E,Bamboo shark,Pre-hatch,TG,154.6,15.56,13.02,48.55
Tg P2X3-488 AceTub-594 20x 2b-E,Bamboo shark,Pre-hatch,TG,248.42,19.05,19.37,65.45
Tg P2X3-488 AceTub-594 20x 2b-E,Bamboo shark,Pre-hatch,TG,79.82,11.11,10.48,35.36
Tg P2X3-488 AceTub-594 20x 2b-E,Bamboo shark,Pre-hatch,TG,261.93,21.9,16.83,61.57
Tg P2X3-488 AceTub-594 20x 2b-E,Bamboo shark,Pre-hatch,TG,247.11,19.68,18.1,61.27
Tg P2X3-488 AceTub-594 20x 2b-E,Bamboo shark,Pre-hatch,TG,191.03,17.46,15.56,54.25
Tg P2X3-488 AceTub-594 20x 2b-E,Bamboo shark,Pre-hatch,TG,239.66,14.92,18.73,59.74
Tg P2X3-488 AceTub-594 20x 2b-E,Bamboo shark,Pre-hatch,TG,200.1,16.51,14.6,53.52
Tg P2X3-488 AceTub-594 20x 2b-E,Bamboo shark,Pre-hatch,TG,158.63,13.33,13.97,48.73
Tg P2X3-488 AceTub-594 20x 2b-E,Bamboo shark,Pre-hatch,TG,69.14,8.89,9.84,32.41
Tg P2X3-488 AceTub-594 20x 2b-E,Bamboo shark,Pre-hatch,TG,228.72,17.14,16.51,56.75
Tg P2X3-488 AceTub-594 20x 2b-E,Bamboo shark,Pre-hatch,TG,154.6,15.56,13.02,48.55
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,516.4,28.25,26.67,96.41
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,395.41,24.44,20.95,72.77
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,325.22,18.73,21.27,68.21
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,229.78,19.37,15.87,59.19
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,327.23,21.9,18.41,66.41
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,381.91,26.35,24.13,78.64
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,129.55,13.33,11.75,41.33
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,206.95,17.14,15.24,53.13
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,303.6,20.63,20.63,66.01
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,136.86,12.7,13.33,43.67
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,197.23,18.1,13.65,51.75
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,401.66,25.4,20,74.66
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,202.07,16.51,15.24,53.25
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,355.96,25.71,20.32,72.98
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,289.74,24.76,15.56,67.56
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,214.01,17.78,14.92,54.57
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,182.82,13.33,16.51,50.15
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,258.7,19.68,17.78,62.74
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,223.68,16.51,17.78,56.59
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,200.86,17.78,14.29,54.03
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,203.12,17.78,14.6,57.21
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,190.88,16.19,15.87,52.7
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,319.78,23.81,19.05,71.22
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,165.94,15.24,13.33,50.19
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,222.32,21.9,15.24,59.95
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,211.08,15.87,16.83,55.62
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,231.85,17.46,16.19,57.73
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,207.66,15.56,15.87,54.34
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,288.99,17.14,20.32,63.77
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,387.05,23.17,21.59,74.19
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,238.65,18.73,16.51,59.63
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,185.29,16.19,13.97,51.94
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,322.45,19.37,20,67.15
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,226.96,23.17,13.33,60.5
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,325.62,23.81,17.14,74.72
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,451.65,22.22,23.81,79.57
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,516.4,28.25,26.67,96.41
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,395.41,24.44,20.95,72.77
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,325.22,18.73,21.27,68.21
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,229.78,19.37,15.87,59.19
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,327.23,21.9,18.41,66.41
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,381.91,26.35,24.13,78.64
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,129.55,13.33,11.75,41.33
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,206.95,17.14,15.24,53.13
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,303.6,20.63,20.63,66.01
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,136.86,12.7,13.33,43.67
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,197.23,18.1,13.65,51.75
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,401.66,25.4,20,74.66
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,202.07,16.51,15.24,53.25
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,355.96,25.71,20.32,72.98
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,289.74,24.76,15.56,67.56
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,214.01,17.78,14.92,54.57
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,182.82,13.33,16.51,50.15
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,258.7,19.68,17.78,62.74
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,223.68,16.51,17.78,56.59
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,200.86,17.78,14.29,54.03
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,203.12,17.78,14.6,57.21
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,190.88,16.19,15.87,52.7
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,319.78,23.81,19.05,71.22
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,165.94,15.24,13.33,50.19
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,222.32,21.9,15.24,59.95
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,211.08,15.87,16.83,55.62
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,231.85,17.46,16.19,57.73
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,207.66,15.56,15.87,54.34
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,288.99,17.14,20.32,63.77
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,387.05,23.17,21.59,74.19
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,238.65,18.73,16.51,59.63
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,185.29,16.19,13.97,51.94
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,322.45,19.37,20,67.15
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,226.96,23.17,13.33,60.5
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,325.62,23.81,17.14,74.72
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,451.65,22.22,23.81,79.57
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,516.4,28.25,26.67,96.41
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,395.41,24.44,20.95,72.77
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,325.22,18.73,21.27,68.21
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,229.78,19.37,15.87,59.19
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,327.23,21.9,18.41,66.41
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,381.91,26.35,24.13,78.64
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,129.55,13.33,11.75,41.33
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,206.95,17.14,15.24,53.13
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,303.6,20.63,20.63,66.01
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,136.86,12.7,13.33,43.67
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,197.23,18.1,13.65,51.75
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,401.66,25.4,20,74.66
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,202.07,16.51,15.24,53.25
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,355.96,25.71,20.32,72.98
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,289.74,24.76,15.56,67.56
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,214.01,17.78,14.92,54.57
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,182.82,13.33,16.51,50.15
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,258.7,19.68,17.78,62.74
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,223.68,16.51,17.78,56.59
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,200.86,17.78,14.29,54.03
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,203.12,17.78,14.6,57.21
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,190.88,16.19,15.87,52.7
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,319.78,23.81,19.05,71.22
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,165.94,15.24,13.33,50.19
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,222.32,21.9,15.24,59.95
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,211.08,15.87,16.83,55.62
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,231.85,17.46,16.19,57.73
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,207.66,15.56,15.87,54.34
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,288.99,17.14,20.32,63.77
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,387.05,23.17,21.59,74.19
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,238.65,18.73,16.51,59.63
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,185.29,16.19,13.97,51.94
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,322.45,19.37,20,67.15
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,226.96,23.17,13.33,60.5
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,325.62,23.81,17.14,74.72
Tg P2X3-488 AceTub-594 20x-D,Bamboo shark,Pre-hatch,TG,451.65,22.22,23.81,79.57
trka-488 hnk1-594 20x 1 - drg,Bamboo shark,32,DRG,55.33,8.57,9.21,32.93
trka-488 hnk1-594 20x 1 - drg,Bamboo shark,32,DRG,28.77,5.71,7.62,21.95
trka-488 hnk1-594 20x 1 - drg,Bamboo shark,32,DRG,50.94,10.16,7.94,29.4
trka-488 hnk1-594 20x 1 - drg,Bamboo shark,32,DRG,53.46,11.43,6.03,29.41
trka-488 hnk1-594 20x 1 - drg,Bamboo shark,32,DRG,37.39,6.67,6.98,22.98
trka-488 hnk1-594 20x 1 - drg,Bamboo shark,32,DRG,23.63,5.71,5.4,18.47
trka-488 hnk1-594 20x 1 - drg,Bamboo shark,32,DRG,25.6,4.76,6.35,19.48
trka-488 hnk1-594 20x 1 - drg,Bamboo shark,32,DRG,37.74,7.94,7.3,24.62
trka-488 hnk1-594 20x 1 - drg,Bamboo shark,32,DRG,42.38,7.62,7.3,25.98
trka-488 hnk1-594 20x 1 - drg,Bamboo shark,32,DRG,54.67,7.94,8.89,29.88
trka-488 hnk1-594 20x 1 - drg,Bamboo shark,32,DRG,34.87,7.94,7.3,24.58
trka-488 hnk1-594 20x 1 - drg,Bamboo shark,32,DRG,55.73,11.11,10.48,34.13
trka-488 hnk1-594 20x 1 - drg,Bamboo shark,32,DRG,54.72,6.67,13.33,32.1
trka-488 hnk1-594 20x 1 - drg,Bamboo shark,32,DRG,33.56,7.94,7.3,27.18
trka-488 hnk1-594 20x 1 - drg,Bamboo shark,32,DRG,35.88,7.3,8.25,24.79
trka-488 hnk1-594 20x 1 - drg,Bamboo shark,32,DRG,29.98,5.71,7.62,21.97
trka-488 hnk1-594 20x 1 - drg,Bamboo shark,32,DRG,46.01,6.35,9.52,26.67
trka-488 hnk1-594 20x 1 - drg,Bamboo shark,32,DRG,70.75,12.06,7.62,33.34
trka-488 hnk1-594 20x 1 - drg,Bamboo shark,32,DRG,72.36,10.48,10.48,34.86
trka-488 hnk1-594 20x 1 - drg,Bamboo shark,32,DRG,37.49,10.16,5.4,25.52
trka-488 hnk1-594 20x 1 - drg,Bamboo shark,32,DRG,59.96,12.38,9.84,33.86
trka-488 hnk1-594 20x 1 - drg,Bamboo shark,32,DRG,58.7,8.25,11.11,30.25
trka-488 hnk1-594 20x 1 - drg,Bamboo shark,32,DRG,45.8,9.21,7.94,28.03
trka-488 hnk1-594 20x 1 - drg,Bamboo shark,32,DRG,33.91,9.52,6.67,27.11
trka-488 hnk1-594 20x 1 - drg,Bamboo shark,32,DRG,44.04,12.06,6.35,29.69
trka-488 hnk1-594 20x 1 - drg,Bamboo shark,32,DRG,66.67,12.06,8.25,33.93
trka-488 hnk1-594 20x 1 - drg,Bamboo shark,32,DRG,36.08,9.52,8.25,28.07
trka-488 hnk1-594 20x 1 - drg,Bamboo shark,32,DRG,33.31,6.03,8.57,26
trka-488 hnk1-594 20x 3 - drg,Bamboo shark,32,DRG,63.34,6.67,13.97,33.34
trka-488 hnk1-594 20x 3 - drg,Bamboo shark,32,DRG,91.06,10.48,13.33,36.89
trka-488 hnk1-594 20x 3 - drg,Bamboo shark,32,DRG,56.49,7.94,8.89,28.27
trka-488 hnk1-594 20x 3 - drg,Bamboo shark,32,DRG,102.9,11.11,14.6,40.71
trka-488 hnk1-594 20x 3 - drg,Bamboo shark,32,DRG,38.75,8.57,7.62,24.93
trka-488 hnk1-594 20x 3 - drg,Bamboo shark,32,DRG,49.58,10.48,6.03,27.41
trka-488 hnk1-594 20x 3 - drg,Bamboo shark,32,DRG,74.28,11.75,7.94,32.91
trka-488 hnk1-594 20x 3 - drg,Bamboo shark,32,DRG,52.41,9.21,7.62,27.16
trka-488 hnk1-594 20x 3 - drg,Bamboo shark,32,DRG,37.99,6.98,6.98,22.98
trka-488 hnk1-594 20x 3 - drg,Bamboo shark,32,DRG,72.36,12.06,11.11,36.53
trka-488 hnk1-594 20x 3 - drg,Bamboo shark,32,DRG,70.19,10.16,10.16,33.6
trka-488 hnk1-594 20x 3 - drg,Bamboo shark,32,DRG,35.27,6.67,7.3,23.75
trka-488 hnk1-594 20x 3 - drg,Bamboo shark,32,DRG,35.42,6.67,7.62,23.58
trka-488 hnk1-594 20x 3 - drg,Bamboo shark,32,DRG,44.85,12.7,5.08,30.08
trka-488 hnk1-594 20x 3 - drg,Bamboo shark,32,DRG,35.68,7.94,5.71,22.77
trka-488 hnk1-594 20x 3 - drg,Bamboo shark,32,DRG,66.77,12.06,9.84,33.58
trka-488 hnk1-594 20x 3 - drg,Bamboo shark,32,DRG,34.57,8.25,5.4,22.33
trka-488 hnk1-594 20x 3 - drg,Bamboo shark,32,DRG,64.2,11.11,7.3,31.14
trka-488 hnk1-594 20x 3 - drg,Bamboo shark,32,DRG,46.41,10.16,5.71,26.6
trka-488 hnk1-594 20x 3 - drg,Bamboo shark,32,DRG,56.49,11.11,6.98,30.74
trka-488 hnk1-594 20x 3 - drg,Bamboo shark,32,DRG,35.17,10.79,6.03,28.25
trka-488 hnk1-594 20x 3 - drg,Bamboo shark,32,DRG,29.63,7.94,5.71,21.45
trka-488 hnk1-594 20x 3 - drg,Bamboo shark,32,DRG,77.45,10.48,10.48,34.42
trka-488 hnk1-594 20x 3 - drg,Bamboo shark,32,DRG,61.38,8.25,9.52,29.01
trka-488 hnk1-594 20x 3 - drg,Bamboo shark,32,DRG,65.91,8.89,9.84,29.73
trka-488 hnk1-594 20x 3 - drg,Bamboo shark,32,DRG,59.26,11.75,6.35,30.26
trka-488 hnk1-594 20x 3 - drg,Bamboo shark,32,DRG,44.34,8.25,6.67,24.74
trka-488 hnk1-594 20x 3 - drg,Bamboo shark,32,DRG,45.6,9.52,7.62,27.99
trka-488 hnk1-594 20x 3 - drg,Bamboo shark,32,DRG,51.6,8.57,7.62,27.59
trka-488 hnk1-594 20x 3 - drg,Bamboo shark,32,DRG,61.32,11.43,6.98,30.44
trka-488 hnk1-594 20x 3 - drg,Bamboo shark,32,DRG,45.25,10.16,6.03,25.97
trka-488 hnk1-594 20x 3 - drg,Bamboo shark,32,DRG,51.95,9.84,7.94,28.3
trka-488 hnk1-594 20x 3 - drg,Bamboo shark,32,DRG,62.99,11.43,7.62,31.46
trka-488 hnk1-594 20x 3 - drg,Bamboo shark,32,DRG,59.71,10.48,7.62,29.57
trka-488 hnk1-594 20x 3 - drg,Bamboo shark,32,DRG,47.17,6.35,9.21,26.02
trka-488 hnk1-594 20x 3 - drg,Bamboo shark,32,DRG,33.61,5.71,8.89,23.33
trka-488 hnk1-594 20x 3 - drg,Bamboo shark,32,DRG,63.24,9.21,10.79,32.61
trka-488 hnk1-594 20x 3 - drg,Bamboo shark,32,DRG,75.99,11.43,11.11,34.64
trka-488 hnk1-594 20x 3 - drg,Bamboo shark,32,DRG,68.28,11.43,9.84,33.93
trka-488 hnk1-594 20x 3 - drg,Bamboo shark,32,DRG,56.74,8.89,9.52,30.39
trka-488 hnk1-594 20x 3 - drg,Bamboo shark,32,DRG,65.51,15.24,6.67,36.67
trka-488 hnk1-594 20x 3 - drg,Bamboo shark,32,DRG,63.64,9.52,9.84,31.76
trka-488 hnk1-594 20x 3 - drg,Bamboo shark,32,DRG,46.11,8.89,7.62,25.94
trka-488 hnk1-594 20x 3 - drg,Bamboo shark,32,DRG,71.1,10.79,11.11,34.43
trka-488 hnk1-594 20x 3 - drg,Bamboo shark,32,DRG,50.49,8.89,7.94,26.5
trka-488 hnk1-594 20x 3 - drg,Bamboo shark,32,DRG,40.61,8.57,6.98,24.68
trka-488 hnk1-594 20x 3 - drg,Bamboo shark,32,DRG,81.33,11.11,9.52,35.82
trka-488 hnk1-594 20x 3 - drg,Bamboo shark,32,DRG,50.74,9.52,7.3,27.84
AceTub-488 Runx1-594 10x 1,Round stingray,Adult,DRG,1341.5,49.49,41.88,139.08
AceTub-488 Runx1-594 10x 1,Round stingray,Adult,DRG,1754.58,67.89,35.53,166.65
AceTub-488 Runx1-594 10x 1,Round stingray,Adult,DRG,948.35,47.59,27.92,123.51
AceTub-488 Runx1-594 10x 1,Round stingray,Adult,DRG,1325.2,57.11,34.9,150.65
AceTub-488 Runx1-594 10x 1,Round stingray,Adult,DRG,1011.97,57.74,27.28,138.09
AceTub-488 Runx1-594 10x 1,Round stingray,Adult,DRG,1884.02,57.74,43.15,167.59
AceTub-488 Runx1-594 10x 1,Round stingray,Adult,DRG,659.28,38.07,23.48,99.56
AceTub-488 Runx1-594 10x 1,Round stingray,Adult,DRG,2190.81,62.18,49.49,171.87
AceTub-488 Runx1-594 10x 1,Round stingray,Adult,DRG,2058.56,53.3,52.66,173.94
AceTub-488 Runx1-594 10x 1,Round stingray,Adult,DRG,976.94,44.42,31.73,121.61
AceTub-488 Runx1-594 10x 1,Round stingray,Adult,DRG,1975.01,57.11,49.49,171.85
AceTub-488 Runx1-594 10x 1,Round stingray,Adult,DRG,1697.61,52.03,42.51,154.16
AceTub-488 Runx1-594 10x 1,Round stingray,Adult,DRG,1505.37,57.11,42.51,150.33
AceTub-488 Runx1-594 10x 1,Round stingray,Adult,DRG,1215.49,48.22,35.53,140.07
AceTub-488 Runx1-594 10x 1,Round stingray,Adult,DRG,2043.86,65.99,45.69,183.51
AceTub-488 Runx1-594 10x 1,Round stingray,Adult,DRG,1902.95,54.57,52.66,163.24
AceTub-488 Runx1-594 10x 1,Round stingray,Adult,DRG,1054.64,53.93,34.26,136.64
AceTub-488 Runx1-594 10x 1,Round stingray,Adult,DRG,842.47,31.73,36.17,110.01
AceTub-488 Runx1-594 10x 1,Round stingray,Adult,DRG,1409.14,52.66,44.42,152.28
AceTub-488 Runx1-594 10x 1,Round stingray,Adult,DRG,927.01,44.42,29.82,119.5
AceTub-488 Runx1-594 10x 1,Round stingray,Adult,DRG,1089.87,39.34,38.71,127.78
AceTub-488 Runx1-594 10x 1,Round stingray,Adult,DRG,807.84,39.97,30.46,110.29
AceTub-488 Runx1-594 10x 1,Round stingray,Adult,DRG,999.89,40.61,31.73,118.79
AceTub-488 Runx1-594 10x 1,Round stingray,Adult,DRG,1432.7,52.66,40.61,142.48
AceTub-488 Runx1-594 10x 1,Round stingray,Adult,DRG,1167.17,42.51,38.07,129.72
AceTub-488 Runx1-594 10x 1,Round stingray,Adult,DRG,1540.6,43.78,50.76,152.49
AceTub-488 Runx1-594 10x 1,Round stingray,Adult,DRG,1245.48,52.03,38.71,138.82
AceTub-488 Runx1-594 10x 1,Round stingray,Adult,DRG,858.97,38.07,32.36,110.98
AceTub-488 Runx1-594 10x 1,Round stingray,Adult,DRG,1154.89,43.15,38.07,126.03
AceTub-488 Runx1-594 10x 1,Round stingray,Adult,DRG,1306.28,43.15,39.34,131.99
AceTub-488 Runx1-594 10x 2,Round stingray,Adult,DRG,2061.37,56.47,50.13,168.76
AceTub-488 Runx1-594 10x 2,Round stingray,Adult,DRG,1643.26,49.49,47.59,152.11
AceTub-488 Runx1-594 10x 2,Round stingray,Adult,DRG,1629.57,59.01,41.88,160.8
AceTub-488 Runx1-594 10x 2,Round stingray,Adult,DRG,847.7,37.44,36.17,111.51
AceTub-488 Runx1-594 10x 2,Round stingray,Adult,DRG,794.96,35.53,33.63,106.22
AceTub-488 Runx1-594 10x 2,Round stingray,Adult,DRG,1085.84,43.15,35.53,126.25
AceTub-488 Runx1-594 10x 2,Round stingray,Adult,DRG,935.27,43.78,29.19,115.84
AceTub-488 Runx1-594 10x 2,Round stingray,Adult,DRG,797.78,41.88,26.02,108.73
AceTub-488 Runx1-594 10x 2,Round stingray,Adult,DRG,1478.39,50.76,40.61,142.57
AceTub-488 Runx1-594 10x 2,Round stingray,Adult,DRG,1736.87,59.01,41.88,159.31
AceTub-488 Runx1-594 10x 2,Round stingray,Adult,DRG,1144.43,41.88,34.9,123.62
AceTub-488 Runx1-594 10x 2,Round stingray,Adult,DRG,1339.09,48.22,36.8,137.72
AceTub-488 Runx1-594 10x 2,Round stingray,Adult,DRG,828.58,37.44,39.97,121.51
AceTub-488 Runx1-594 10x 2,Round stingray,Adult,DRG,904.47,39.97,27.28,113.87
AceTub-488 Runx1-594 10x 2,Round stingray,Adult,DRG,487.36,23.48,35.53,90.25
AceTub-488 Runx1-594 10x 2,Round stingray,Adult,DRG,1057.26,47.59,33.63,127.73
AceTub-488 Runx1-594 10x 2,Round stingray,Adult,DRG,1210.05,57.11,29.82,143.66
AceTub-488 Runx1-594 10x 2,Round stingray,Adult,DRG,1583.88,53.93,42.51,147.91
AceTub-488 Runx1-594 10x 2,Round stingray,Adult,DRG,1027.87,38.71,32.36,119.38
AceTub-488 Runx1-594 10x 2,Round stingray,Adult,DRG,630.49,36.17,23.48,96.08
AceTub-488 Runx1-594 10x 3,Round stingray,Adult,DRG,1430.68,45.05,48.22,141.22
AceTub-488 Runx1-594 10x 3,Round stingray,Adult,DRG,1297.22,46.95,40.61,137.07
AceTub-488 Runx1-594 10x 3,Round stingray,Adult,DRG,905.88,32.36,40.61,116.14
AceTub-488 Runx1-594 10x 3,Round stingray,Adult,DRG,1103.36,54.57,32.99,138.19
AceTub-488 Runx1-594 10x 3,Round stingray,Adult,DRG,1072.76,37.44,42.51,126.22
AceTub-488 Runx1-594 10x 3,Round stingray,Adult,DRG,1075.78,36.17,34.26,124.71
AceTub-488 Runx1-594 10x 3,Round stingray,Adult,DRG,825.76,32.99,38.07,107.94
AceTub-488 Runx1-594 10x 3,Round stingray,Adult,DRG,1526.5,44.42,50.13,145.93
AceTub-488 Runx1-594 10x 3,Round stingray,Adult,DRG,606.94,37.44,23.48,97.03
AceTub-488 Runx1-594 10x 3,Round stingray,Adult,DRG,1611.86,61.55,38.71,166.2
AceTub-488 Runx1-594 10x 3,Round stingray,Adult,DRG,1096.92,46.32,34.9,128.43
AceTub-488 Runx1-594 10x 3,Round stingray,Adult,DRG,958.42,40.61,34.26,114.77
AceTub-488 Runx1-594 10x 3,Round stingray,Adult,DRG,2183.37,50.13,59.64,172.21
